	Kingdom	Phylum	Class	Order	Family	Genus	Species
>ASV_3010	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA
>ASV_3011	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3012	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_3013	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_3014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
>ASV_3015	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
>ASV_3016	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	NA
>ASV_3017	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3018	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3019	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_3020	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
>ASV_3021	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC AAA164-E04	NA
>ASV_3022	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
>ASV_3023	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA	NA
>ASV_3024	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	NA
>ASV_3025	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
>ASV_3026	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	NA
>ASV_3027	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_3028	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
>ASV_3029	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_3031	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
>ASV_3032	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3033	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA
>ASV_3034	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	NA
>ASV_3035	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
>ASV_3036	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
>ASV_3037	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
>ASV_3038	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3039	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045	NA
>ASV_3040	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	NA	NA
>ASV_3041	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
>ASV_3042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella	NA
>ASV_3043	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA	NA
>ASV_3044	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
>ASV_3045	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA	NA
>ASV_3046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3047	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
>ASV_3048	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3049	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	NA	NA	NA
>ASV_3050	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_3051	Bacteria	Poribacteria	NA	NA	NA	NA	NA
>ASV_3052	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	NA
>ASV_3053	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis ANT.LACV5.1	NA
>ASV_3054	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
>ASV_3055	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	NA
>ASV_3056	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3057	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	MSB-1D1	NA
>ASV_3058	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium	NA
>ASV_3059	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3060	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
>ASV_3061	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_3062	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3063	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
>ASV_3064	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3065	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
>ASV_3066	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA
>ASV_3067	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA	NA
>ASV_3068	NA	NA	NA	NA	NA	NA	NA
>ASV_3069	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NA
>ASV_3070	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	EC94	NA	NA
>ASV_3071	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	NA
>ASV_3072	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
>ASV_3073	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02	NA
>ASV_3074	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA
>ASV_3075	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
>ASV_3076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
>ASV_3077	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA
>ASV_3078	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
>ASV_3079	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3080	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	NA
>ASV_3081	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
>ASV_3082	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	NA
>ASV_3083	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3084	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA	NA
>ASV_3085	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	NA	NA
>ASV_3086	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_3087	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
>ASV_3088	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3089	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3090	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3091	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_3092	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
>ASV_3093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
>ASV_3094	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA	NA
>ASV_3095	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA	NA
>ASV_3096	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
>ASV_3097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_3098	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	NA
>ASV_3099	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3100	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis PCC-6712	NA
>ASV_3101	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3102	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
>ASV_3103	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales Incertae Sedis	Schizothrix LEGE 07164	NA
>ASV_3104	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3105	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA	NA
>ASV_3106	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_3107	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
>ASV_3108	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
>ASV_3109	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_3110	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	NA
>ASV_3111	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
>ASV_3112	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Imperialibacter	NA
>ASV_3113	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	NA
>ASV_3114	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	NA
>ASV_3115	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales Incertae Sedis	Schizothrix LEGE 07164	NA
>ASV_3116	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	NA
>ASV_3117	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_3118	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA	NA
>ASV_3119	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA
>ASV_3120	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
>ASV_3121	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA
>ASV_3122	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
>ASV_3123	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3124	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
>ASV_3125	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
>ASV_3126	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	NA
>ASV_3127	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
>ASV_3128	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
>ASV_3129	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA
>ASV_3130	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_3131	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_3132	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_3133	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	NA
>ASV_3134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
>ASV_3135	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Prochlorotrichaceae	Prochlorothrix PCC-9006	NA
>ASV_3136	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA
>ASV_3137	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
>ASV_3138	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
>ASV_3139	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3140	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
>ASV_3141	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
>ASV_3142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
>ASV_3143	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA286-E23	NA	NA
>ASV_3144	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3145	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
>ASV_3146	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
>ASV_3147	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
>ASV_3148	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
>ASV_3149	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
>ASV_3150	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3151	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
>ASV_3152	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
>ASV_3153	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3154	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3155	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3156	NA	NA	NA	NA	NA	NA	NA
>ASV_3157	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
>ASV_3158	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
>ASV_3159	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
>ASV_3160	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	NA
>ASV_3161	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA
>ASV_3162	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
>ASV_3163	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
>ASV_3164	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
>ASV_3165	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	NA	NA
>ASV_3166	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
>ASV_3167	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
>ASV_3168	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3169	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75 clade	NA
>ASV_3170	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	NA
>ASV_3171	Bacteria	Poribacteria	NA	NA	NA	NA	NA
>ASV_3172	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_3173	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	NA	NA
>ASV_3174	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
>ASV_3175	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3176	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
>ASV_3177	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_3178	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3179	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA	NA
>ASV_3180	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_3181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	NA
>ASV_3182	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
>ASV_3183	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Oleiphilus	NA
>ASV_3184	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
>ASV_3185	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
>ASV_3186	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Atelocyanobacterium (UCYN-A)	thalassa
>ASV_3187	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_3188	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	NA
>ASV_3189	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3190	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
>ASV_3191	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3192	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3193	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_3194	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3195	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	agarivorans
>ASV_3196	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
>ASV_3197	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	NA	NA
>ASV_3198	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	NA
>ASV_3199	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma	NA
>ASV_3200	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3201	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_3203	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flammeovirga	NA
>ASV_3204	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3205	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	NA	NA	NA
>ASV_3206	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
>ASV_3207	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_3208	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	NA
>ASV_3209	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
>ASV_3210	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
>ASV_3211	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
>ASV_3212	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3213	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	NA
>ASV_3214	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
>ASV_3215	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b marine group	NA
>ASV_3216	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3217	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
>ASV_3218	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA	NA
>ASV_3219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_3220	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
>ASV_3221	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
>ASV_3222	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_3223	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
>ASV_3224	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	marinus
>ASV_3225	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
>ASV_3226	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
>ASV_3227	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
>ASV_3228	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	NA
>ASV_3229	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_3230	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
>ASV_3231	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	NA
>ASV_3232	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7 marine group	NA	NA
>ASV_3233	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
>ASV_3234	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
>ASV_3235	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	A714019	NA
>ASV_3236	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC AAA164-E04	NA
>ASV_3237	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
>ASV_3238	Bacteria	PAUC34f	NA	NA	NA	NA	NA
>ASV_3239	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA	NA
>ASV_3240	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
>ASV_3241	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA	NA
>ASV_3242	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3243	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3244	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
>ASV_3245	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
>ASV_3246	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Thaumasiovibrio	NA
>ASV_3247	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_3248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
>ASV_3249	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_3250	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
>ASV_3251	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
>ASV_3252	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_3253	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
>ASV_3254	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureivirga	NA
>ASV_3255	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	NA
>ASV_3256	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
>ASV_3257	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
>ASV_3258	Bacteria	PAUC34f	NA	NA	NA	NA	NA
>ASV_3259	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
>ASV_3260	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
>ASV_3261	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
>ASV_3262	Bacteria	Cyanobacteria	Cyanobacteriia	Eurycoccales	NA	NA	NA
>ASV_3263	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidium MBIC10003	NA
>ASV_3264	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	NA
>ASV_3265	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
>ASV_3266	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	NA
>ASV_3267	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	NA
